titre,url,source,date_collecte
Guide INRS Test,https://www.inrs.fr/risques/aeration-assainissement-locaux-travail/ce-qu-il-faut-retenir.html,INRS,2026-01-21 17:30:44.591774
Guide INRS Test,https://www.inrs.fr/risques/chimiques/ce-qu-il-faut-retenir.html,INRS,2026-01-21 17:30:44.593321
Guide INRS Test,https://www.inrs.fr/risques/bruit/ce-qu-il-faut-retenir.html,INRS,2026-01-21 17:30:44.593321
Guide INRS Test,https://www.inrs.fr/risques/biologiques/ce-qu-il-faut-retenir.html,INRS,2026-01-21 17:30:44.594888
